Date,Time,CFS,Monitoring
9/19/2024,0:00,1.72,
9/19/2024,0:15,1.72,
9/19/2024,0:30,1.72,
9/19/2024,0:45,1.72,
9/19/2024,1:00,1.72,
9/19/2024,1:15,1.72,
9/19/2024,1:30,1.72,
9/19/2024,1:45,1.71,
9/19/2024,2:00,1.82,
9/19/2024,2:15,1.82,
9/19/2024,2:30,1.82,
9/19/2024,2:45,1.82,
9/19/2024,3:00,1.82,
9/19/2024,3:15,1.82,
9/19/2024,3:30,1.82,
9/19/2024,3:45,1.93,
9/19/2024,4:00,1.93,
9/19/2024,4:15,1.93,
9/19/2024,4:30,1.93,
9/19/2024,4:45,2.05,
9/19/2024,5:00,2.05,
9/19/2024,5:15,2.17,
9/19/2024,5:30,2.17,
9/19/2024,5:45,2.17,
9/19/2024,6:00,2.17,
9/19/2024,6:15,2.17,
9/19/2024,6:30,2.3,
9/19/2024,6:45,2.3,
9/19/2024,7:00,2.3,
9/19/2024,7:15,2.3,
9/19/2024,7:30,2.3,
9/19/2024,7:45,2.3,
9/19/2024,8:00,2.3,
9/19/2024,8:15,2.3,
9/19/2024,8:30,2.3,
9/19/2024,8:45,2.3,
9/19/2024,9:00,2.3,
9/19/2024,9:15,2.3,
9/19/2024,9:30,2.3,
9/19/2024,9:45,2.3,
9/19/2024,10:00,2.3,
9/19/2024,10:15,2.3,
9/19/2024,10:30,2.3,
9/19/2024,10:45,2.3,
9/19/2024,11:00,2.3,
9/19/2024,11:15,2.3,
9/19/2024,11:30,2.3,
9/19/2024,11:45,2.3,
9/19/2024,12:00,2.3,
9/19/2024,12:15,2.3,
9/19/2024,12:30,2.3,
9/19/2024,12:45,2.3,
9/19/2024,13:00,2.3,
9/19/2024,13:15,2.3,
9/19/2024,13:30,2.43,
9/19/2024,13:45,2.43,
9/19/2024,14:00,2.43,
9/19/2024,14:15,2.56,
9/19/2024,14:30,2.56,
9/19/2024,14:45,2.7,
9/19/2024,15:00,2.7,
9/19/2024,15:15,2.7,
9/19/2024,15:30,2.7,
9/19/2024,15:45,2.7,
9/19/2024,16:00,2.7,
9/19/2024,16:15,2.7,
9/19/2024,16:30,2.7,
9/19/2024,16:45,2.7,
9/19/2024,17:00,2.7,
9/19/2024,17:15,2.7,
9/19/2024,17:30,2.7,
9/19/2024,17:45,2.7,
9/19/2024,18:00,2.7,
9/19/2024,18:15,2.7,
9/19/2024,18:30,2.56,
9/19/2024,18:45,2.56,
9/19/2024,19:00,2.56,
9/19/2024,19:15,2.56,
9/19/2024,19:30,2.56,
9/19/2024,19:45,2.43,
9/19/2024,20:00,2.43,
9/19/2024,20:15,2.43,
9/19/2024,20:30,2.43,
9/19/2024,20:45,2.43,
9/19/2024,21:00,2.43,
9/19/2024,21:15,2.43,
9/19/2024,21:30,2.43,
9/19/2024,21:45,2.43,
9/19/2024,22:00,2.43,
9/19/2024,22:15,2.43,
9/19/2024,22:30,2.43,
9/19/2024,22:45,2.43,
9/19/2024,23:00,2.56,
9/19/2024,23:15,2.56,
9/19/2024,23:30,2.56,
9/19/2024,23:45,2.56,
9/20/2024,0:00,2.7,
9/20/2024,0:15,2.7,
9/20/2024,0:30,2.7,
9/20/2024,0:45,2.7,
9/20/2024,1:00,2.7,
9/20/2024,1:15,2.7,
9/20/2024,1:30,2.7,
9/20/2024,1:45,2.7,
9/20/2024,2:00,2.85,
9/20/2024,2:15,2.85,
9/20/2024,2:30,3,
9/20/2024,2:45,3,
9/20/2024,3:00,3,
9/20/2024,3:15,3.16,
9/20/2024,3:30,3.16,
9/20/2024,3:45,3.32,
9/20/2024,4:00,3.32,
9/20/2024,4:15,3.49,
9/20/2024,4:30,3.66,
9/20/2024,4:45,3.66,
9/20/2024,5:00,3.66,
9/20/2024,5:15,3.66,
9/20/2024,5:30,3.66,
9/20/2024,5:45,3.66,
9/20/2024,6:00,3.66,
9/20/2024,6:15,3.49,
9/20/2024,6:30,3.49,
9/20/2024,6:45,3.49,
9/20/2024,7:00,3.49,
9/20/2024,7:15,3.32,
9/20/2024,7:30,3.32,
9/20/2024,7:45,3.32,
9/20/2024,8:00,3.32,
9/20/2024,8:15,3.16,
9/20/2024,8:30,3.16,
9/20/2024,8:45,3.16,
9/20/2024,9:00,3.16,
9/20/2024,9:15,3.16,
9/20/2024,9:30,3.16,
9/20/2024,9:45,3.16,
9/20/2024,10:00,3.16,Yes
9/20/2024,10:15,3.16,
9/20/2024,10:30,3.16,
9/20/2024,10:45,3.16,
9/20/2024,11:00,3.32,
9/20/2024,11:15,3.32,
9/20/2024,11:30,3.32,
9/20/2024,11:45,3.32,
9/20/2024,12:00,3.32,
9/20/2024,12:15,3.49,
9/20/2024,12:30,3.49,
9/20/2024,12:45,3.49,
9/20/2024,13:00,3.49,
9/20/2024,13:15,3.49,
9/20/2024,13:30,3.49,
9/20/2024,13:45,3.49,
9/20/2024,14:00,3.49,
9/20/2024,14:15,3.49,
9/20/2024,14:30,3.49,
9/20/2024,14:45,3.49,
9/20/2024,15:00,3.32,
9/20/2024,15:15,3.32,
9/20/2024,15:30,3.32,
9/20/2024,15:45,3.16,
9/20/2024,16:00,3.16,
9/20/2024,16:15,3.16,
9/20/2024,16:30,3.16,
9/20/2024,16:45,3,
9/20/2024,17:00,3,
9/20/2024,17:15,3,
9/20/2024,17:30,3,
9/20/2024,17:45,3,
9/20/2024,18:00,3,
9/20/2024,18:15,3,
9/20/2024,18:30,3,
9/20/2024,18:45,3,
9/20/2024,19:00,3,
9/20/2024,19:15,3.16,
9/20/2024,19:30,3.16,
9/20/2024,19:45,3.32,
9/20/2024,20:00,3.32,
9/20/2024,20:15,3.32,
9/20/2024,20:30,3.32,
9/20/2024,20:45,3.32,
9/20/2024,21:00,3.32,
9/20/2024,21:15,3.32,
9/20/2024,21:30,3.32,
9/20/2024,21:45,3.32,
9/20/2024,22:00,3.32,
9/20/2024,22:15,3.16,
9/20/2024,22:30,3.16,
9/20/2024,22:45,3.16,
9/20/2024,23:00,3.16,
9/20/2024,23:15,3.16,
9/20/2024,23:30,3.16,
9/20/2024,23:45,3.16,
9/21/2024,0:00,3.32,
9/21/2024,0:15,3.32,
9/21/2024,0:30,3.32,
9/21/2024,0:45,3.32,
9/21/2024,1:00,3.49,
9/21/2024,1:15,3.66,
9/21/2024,1:30,3.85,
9/21/2024,1:45,4.03,
9/21/2024,2:00,4.03,
9/21/2024,2:15,4.22,
9/21/2024,2:30,4.22,
9/21/2024,2:45,4.22,
9/21/2024,3:00,4.22,
9/21/2024,3:15,4.22,
9/21/2024,3:30,4.22,
9/21/2024,3:45,4.22,
9/21/2024,4:00,4.22,
9/21/2024,4:15,4.03,
9/21/2024,4:30,4.03,
9/21/2024,4:45,4.03,
9/21/2024,5:00,3.85,
9/21/2024,5:15,3.85,
9/21/2024,5:30,3.66,
9/21/2024,5:45,3.66,
9/21/2024,6:00,3.67,
9/21/2024,6:15,3.49,
9/21/2024,6:30,3.49,
9/21/2024,6:45,3.32,
9/21/2024,7:00,3.32,
9/21/2024,7:15,3.32,
9/21/2024,7:30,3.32,
9/21/2024,7:45,3.16,
9/21/2024,8:00,3.16,
9/21/2024,8:15,3.16,
9/21/2024,8:30,3,
9/21/2024,8:45,3,
9/21/2024,9:00,3,
9/21/2024,9:15,3,
9/21/2024,9:30,3,
9/21/2024,9:45,3,
9/21/2024,10:00,3,
9/21/2024,10:15,3,
9/21/2024,10:30,3,
9/21/2024,10:45,3,
9/21/2024,11:00,3.16,
9/21/2024,11:15,3.16,
9/21/2024,11:30,3.32,
9/21/2024,11:45,3.32,
9/21/2024,12:00,3.32,
9/21/2024,12:15,3.49,
9/21/2024,12:30,3.49,
9/21/2024,12:45,3.49,
9/21/2024,13:00,3.49,
9/21/2024,13:15,3.49,
9/21/2024,13:30,3.49,
9/21/2024,13:45,3.49,
9/21/2024,14:00,3.49,
9/21/2024,14:15,3.49,
9/21/2024,14:30,3.49,
9/21/2024,14:45,3.49,
9/21/2024,15:00,3.49,
9/21/2024,15:15,3.49,
9/21/2024,15:30,3.49,
9/21/2024,15:45,3.32,
9/21/2024,16:00,3.32,
9/21/2024,16:15,3.32,
9/21/2024,16:30,3.32,
9/21/2024,16:45,3.16,
9/21/2024,17:00,3.16,
9/21/2024,17:15,3.16,
9/21/2024,17:30,3.16,
9/21/2024,17:45,3,
9/21/2024,18:00,3,
9/21/2024,18:15,3,
9/21/2024,18:30,3.16,
9/21/2024,18:45,3.32,
9/21/2024,19:00,3.49,
9/21/2024,19:15,3.85,
9/21/2024,19:30,4.03,
9/21/2024,19:45,4.23,
9/21/2024,20:00,4.43,
9/21/2024,20:15,4.63,
9/21/2024,20:30,4.84,
9/21/2024,20:45,5.06,
9/21/2024,21:00,5.29,
9/21/2024,21:15,5.52,
9/21/2024,21:30,5.76,
9/21/2024,21:45,5.76,
9/21/2024,22:00,6,
9/21/2024,22:15,6,
9/21/2024,22:30,6,
9/21/2024,22:45,6,
9/21/2024,23:00,6,
9/21/2024,23:15,6,
9/21/2024,23:30,6,
9/21/2024,23:45,6,
9/22/2024,0:00,6,
9/22/2024,0:15,6,
9/22/2024,0:30,6,
9/22/2024,0:45,6,
9/22/2024,1:00,6,
9/22/2024,1:15,5.76,
9/22/2024,1:30,5.52,
9/22/2024,1:45,5.52,
9/22/2024,2:00,5.29,
9/22/2024,2:15,5.06,
9/22/2024,2:30,4.85,
9/22/2024,2:45,4.85,
9/22/2024,3:00,4.63,
9/22/2024,3:15,4.43,
9/22/2024,3:30,4.43,
9/22/2024,3:45,4.23,
9/22/2024,4:00,4.23,
9/22/2024,4:15,4.04,
9/22/2024,4:30,4.04,
9/22/2024,4:45,3.85,
9/22/2024,5:00,3.85,
9/22/2024,5:15,3.67,
9/22/2024,5:30,3.67,
9/22/2024,5:45,3.49,
9/22/2024,6:00,3.49,
9/22/2024,6:15,3.32,
9/22/2024,6:30,3.32,
9/22/2024,6:45,3.32,
9/22/2024,7:00,3.16,
9/22/2024,7:15,3.16,
9/22/2024,7:30,3.16,
9/22/2024,7:45,3,
9/22/2024,8:00,3,
9/22/2024,8:15,3,
9/22/2024,8:30,3,
9/22/2024,8:45,2.85,
9/22/2024,9:00,2.85,
9/22/2024,9:15,2.85,
9/22/2024,9:30,2.85,
9/22/2024,9:45,2.85,
9/22/2024,10:00,2.7,
9/22/2024,10:15,2.7,
9/22/2024,10:30,2.7,
9/22/2024,10:45,2.7,
9/22/2024,11:00,2.7,
9/22/2024,11:15,2.7,
9/22/2024,11:30,2.7,
9/22/2024,11:45,2.7,
9/22/2024,12:00,2.7,
9/22/2024,12:15,2.7,
9/22/2024,12:30,2.7,
9/22/2024,12:45,2.7,
9/22/2024,13:00,2.7,
9/22/2024,13:15,2.7,
9/22/2024,13:30,2.7,
9/22/2024,13:45,2.7,
9/22/2024,14:00,2.7,
9/22/2024,14:15,2.7,
9/22/2024,14:30,2.7,
9/22/2024,14:45,2.7,
9/22/2024,15:00,2.7,
9/22/2024,15:15,2.7,
9/22/2024,15:30,2.7,
9/22/2024,15:45,2.7,
9/22/2024,16:00,2.7,
9/22/2024,16:15,2.7,
9/22/2024,16:30,2.7,
9/22/2024,16:45,2.7,
9/22/2024,17:00,2.7,
9/22/2024,17:15,2.7,
9/22/2024,17:30,2.7,
9/22/2024,17:45,2.7,
9/22/2024,18:00,2.7,
9/22/2024,18:15,2.7,
9/22/2024,18:30,2.7,
9/22/2024,18:45,2.7,
9/22/2024,19:00,2.7,
9/22/2024,19:15,2.7,
9/22/2024,19:30,2.7,
9/22/2024,19:45,3,
9/22/2024,20:00,3.16,
9/22/2024,20:15,3.32,
9/22/2024,20:30,3.67,
9/22/2024,20:45,3.85,
9/22/2024,21:00,4.04,
9/22/2024,21:15,4.23,
9/22/2024,21:30,4.64,
9/22/2024,21:45,4.85,
9/22/2024,22:00,5.07,
9/22/2024,22:15,5.3,
9/22/2024,22:30,5.53,
9/22/2024,22:45,5.77,
9/22/2024,23:00,5.77,
9/22/2024,23:15,5.77,
9/22/2024,23:30,5.77,
9/22/2024,23:45,5.77,
9/23/2024,0:00,5.77,
9/23/2024,0:15,5.77,
9/23/2024,0:30,5.77,
9/23/2024,0:45,5.77,
9/23/2024,1:00,5.77,
9/23/2024,1:15,6.02,Yes
9/23/2024,1:30,6.02,
9/23/2024,1:45,6.02,
9/23/2024,2:00,6.02,
9/23/2024,2:15,5.77,
9/23/2024,2:30,5.77,
9/23/2024,2:45,5.53,
9/23/2024,3:00,5.3,
9/23/2024,3:15,5.07,
9/23/2024,3:30,4.85,
9/23/2024,3:45,4.64,
9/23/2024,4:00,4.43,
9/23/2024,4:15,4.23,
9/23/2024,4:30,4.04,
9/23/2024,4:45,4.04,
9/23/2024,5:00,3.85,
9/23/2024,5:15,3.67,
9/23/2024,5:30,3.67,
9/23/2024,5:45,3.49,
9/23/2024,6:00,3.32,
9/23/2024,6:15,3.32,
9/23/2024,6:30,3.32,
9/23/2024,6:45,3.16,
9/23/2024,7:00,3.16,
9/23/2024,7:15,3,
9/23/2024,7:30,3,
9/23/2024,7:45,2.85,
9/23/2024,8:00,2.85,
9/23/2024,8:15,2.85,
9/23/2024,8:30,2.85,
9/23/2024,8:45,2.7,
9/23/2024,9:00,2.7,
9/23/2024,9:15,2.7,
9/23/2024,9:30,2.7,
9/23/2024,9:45,2.7,
9/23/2024,10:00,2.7,
9/23/2024,10:15,2.7,
9/23/2024,10:30,2.7,
9/23/2024,10:45,2.7,
9/23/2024,11:00,2.7,
9/23/2024,11:15,2.7,
9/23/2024,11:30,2.7,
9/23/2024,11:45,2.7,
9/23/2024,12:00,2.7,
9/23/2024,12:15,2.7,
9/23/2024,12:30,2.7,
9/23/2024,12:45,2.7,
9/23/2024,13:00,2.7,
9/23/2024,13:15,2.7,
9/23/2024,13:30,2.7,
9/23/2024,13:45,2.7,
9/23/2024,14:00,2.84,
9/23/2024,14:15,3,
9/23/2024,14:30,3,
9/23/2024,14:45,3,
9/23/2024,15:00,3,
9/23/2024,15:15,3,
9/23/2024,15:30,3,
9/23/2024,15:45,3,
9/23/2024,16:00,3,
9/23/2024,16:15,3,
9/23/2024,16:30,3,
9/23/2024,16:45,3,
9/23/2024,17:00,3,
9/23/2024,17:15,3,
9/23/2024,17:30,3,
9/23/2024,17:45,3,
9/23/2024,18:00,3,
9/23/2024,18:15,3,
9/23/2024,18:30,3,
9/23/2024,18:45,3,
9/23/2024,19:00,3.16,
9/23/2024,19:15,3.16,
9/23/2024,19:30,3.16,
9/23/2024,19:45,3.16,
9/23/2024,20:00,3.16,
9/23/2024,20:15,3.16,
9/23/2024,20:30,3.16,
9/23/2024,20:45,3.32,
9/23/2024,21:00,3.49,
9/23/2024,21:15,3.85,
9/23/2024,21:30,4.04,
9/23/2024,21:45,4.44,
9/23/2024,22:00,4.64,
9/23/2024,22:15,4.86,
9/23/2024,22:30,5.08,
9/23/2024,22:45,5.31,
9/23/2024,23:00,5.54,
9/23/2024,23:15,5.78,
9/23/2024,23:30,5.78,
9/23/2024,23:45,6.03,
9/24/2024,0:00,6.03,
9/24/2024,0:15,6.29,
9/24/2024,0:30,6.55,
9/24/2024,0:45,6.82,
9/24/2024,1:00,6.82,
9/24/2024,1:15,6.82,
9/24/2024,1:30,6.82,
9/24/2024,1:45,6.82,
9/24/2024,2:00,6.82,
9/24/2024,2:15,6.82,
9/24/2024,2:30,6.82,
9/24/2024,2:45,6.82,
9/24/2024,3:00,6.55,
9/24/2024,3:15,6.55,
9/24/2024,3:30,6.29,
9/24/2024,3:45,6.29,
9/24/2024,4:00,6.03,
9/24/2024,4:15,6.03,
9/24/2024,4:30,6.03,
9/24/2024,4:45,5.78,
9/24/2024,5:00,5.78,
9/24/2024,5:15,5.78,
9/24/2024,5:30,5.79,
9/24/2024,5:45,5.79,
9/24/2024,6:00,5.79,
9/24/2024,6:15,5.79,
9/24/2024,6:30,5.79,
9/24/2024,6:45,5.79,
9/24/2024,7:00,5.79,
9/24/2024,7:15,5.79,
9/24/2024,7:30,5.79,
9/24/2024,7:45,5.79,
9/24/2024,8:00,5.79,
9/24/2024,8:15,5.79,
9/24/2024,8:30,5.79,
9/24/2024,8:45,5.79,
9/24/2024,9:00,6.04,
9/24/2024,9:15,6.04,
9/24/2024,9:30,5.79,
9/24/2024,9:45,5.79,
9/24/2024,10:00,5.79,
9/24/2024,10:15,5.79,
9/24/2024,10:30,5.79,
9/24/2024,10:45,5.79,
9/24/2024,11:00,5.79,Yes
9/24/2024,11:15,5.79,
9/24/2024,11:30,5.79,
9/24/2024,11:45,5.79,
9/24/2024,12:00,5.79,
9/24/2024,12:15,5.79,
9/24/2024,12:30,5.79,Yes
9/24/2024,12:45,5.79,
9/24/2024,13:00,5.79,
9/24/2024,13:15,5.79,
9/24/2024,13:30,5.79,
9/24/2024,13:45,5.79,
9/24/2024,14:00,5.79,
9/24/2024,14:15,6.04,
9/24/2024,14:30,6.04,
9/24/2024,14:45,6.04,
9/24/2024,15:00,6.04,
9/24/2024,15:15,6.04,
9/24/2024,15:30,5.79,
9/24/2024,15:45,5.79,
9/24/2024,16:00,5.79,
9/24/2024,16:15,5.79,
9/24/2024,16:30,5.79,
9/24/2024,16:45,5.79,
9/24/2024,17:00,5.79,
9/24/2024,17:15,5.79,
9/24/2024,17:30,5.79,
9/24/2024,17:45,5.79,
9/24/2024,18:00,5.79,
9/24/2024,18:15,5.55,
9/24/2024,18:30,5.55,
9/24/2024,18:45,5.55,
9/24/2024,19:00,5.55,
9/24/2024,19:15,5.55,
9/24/2024,19:30,5.32,
9/24/2024,19:45,5.32,
9/24/2024,20:00,5.09,
9/24/2024,20:15,4.87,
9/24/2024,20:30,4.87,
9/24/2024,20:45,4.87,
9/24/2024,21:00,4.87,
9/24/2024,21:15,4.87,
9/24/2024,21:30,4.87,
9/24/2024,21:45,4.87,
9/24/2024,22:00,4.87,
9/24/2024,22:15,5.09,
9/24/2024,22:30,5.09,
9/24/2024,22:45,5.09,
9/24/2024,23:00,5.09,
9/24/2024,23:15,5.09,
9/24/2024,23:30,5.09,
9/24/2024,23:45,5.09,
9/25/2024,0:00,5.32,
9/25/2024,0:15,5.55,
9/25/2024,0:30,5.8,
9/25/2024,0:45,6.04,
9/25/2024,1:00,6.3,
9/25/2024,1:15,6.3,
9/25/2024,1:30,6.3,
9/25/2024,1:45,6.3,
9/25/2024,2:00,6.3,
9/25/2024,2:15,6.3,
9/25/2024,2:30,6.3,
9/25/2024,2:45,6.05,
9/25/2024,3:00,6.05,
9/25/2024,3:15,6.05,
9/25/2024,3:30,5.8,
9/25/2024,3:45,5.8,
9/25/2024,4:00,5.55,
9/25/2024,4:15,5.55,
9/25/2024,4:30,5.55,
9/25/2024,4:45,5.32,
9/25/2024,5:00,5.32,
9/25/2024,5:15,5.32,
9/25/2024,5:30,5.32,
9/25/2024,5:45,5.32,
9/25/2024,6:00,5.32,
9/25/2024,6:15,5.32,
9/25/2024,6:30,5.32,
9/25/2024,6:45,5.32,
9/25/2024,7:00,5.32,
9/25/2024,7:15,5.32,
9/25/2024,7:30,5.32,
9/25/2024,7:45,5.32,
9/25/2024,8:00,5.32,
9/25/2024,8:15,5.32,
9/25/2024,8:30,5.32,
9/25/2024,8:45,5.32,
9/25/2024,9:00,5.32,
9/25/2024,9:15,5.32,
9/25/2024,9:30,5.32,
9/25/2024,9:45,5.32,
9/25/2024,10:00,5.32,
9/25/2024,10:15,5.32,
9/25/2024,10:30,5.32,
9/25/2024,10:45,5.32,
9/25/2024,11:00,5.32,
9/25/2024,11:15,5.32,
9/25/2024,11:30,5.32,
9/25/2024,11:45,5.56,
9/25/2024,12:00,5.56,
9/25/2024,12:15,5.8,
9/25/2024,12:30,6.57,
9/25/2024,12:45,7.71,
9/25/2024,13:00,8.64,
9/25/2024,13:15,10,
9/25/2024,13:30,10.7,
9/25/2024,13:45,11.5,
9/25/2024,14:00,11.9,
9/25/2024,14:15,13.1,
9/25/2024,14:30,13.6,
9/25/2024,14:45,14,
9/25/2024,15:00,14.9,
9/25/2024,15:15,15.4,
9/25/2024,15:30,16.5,
9/25/2024,15:45,17,
9/25/2024,16:00,18.1,
9/25/2024,16:15,19.2,
9/25/2024,16:30,20.3,
9/25/2024,16:45,21.8,
9/25/2024,17:00,22.9,
9/25/2024,17:15,24.6,
9/25/2024,17:30,25.2,
9/25/2024,17:45,25.2,
9/25/2024,18:00,25.2,
9/25/2024,18:15,25.2,
9/25/2024,18:30,24.6,
9/25/2024,18:45,24,
9/25/2024,19:00,23.5,
9/25/2024,19:15,22.9,
9/25/2024,19:30,22.9,
9/25/2024,19:45,22.9,
9/25/2024,20:00,22.9,
9/25/2024,20:15,22.4,
9/25/2024,20:30,22.4,
9/25/2024,20:45,22.4,
9/25/2024,21:00,22.4,
9/25/2024,21:15,22.4,
9/25/2024,21:30,22.9,
9/25/2024,21:45,22.9,
9/25/2024,22:00,22.9,
